country,state,county,lat,lng,type,beds,population,year
US,CA,san bernardino,36.778261,-119.417932,ACUTE,1.868264,2121220,2017
US,CA,san bernardino,36.778261,-119.417932,OTHER,0.228171,2121220,2018
US,CA,san bernardino,36.778261,-119.417932,PSYCHIATRIC,0.698655,2121220,2018
US,CA,san diego,36.778261,-119.417932,ACUTE,1.908234,3283665,2017
US,CA,san diego,36.778261,-119.417932,OTHER,0.1812,3283665,2018
US,CA,san diego,36.778261,-119.417932,PSYCHIATRIC,0.184245,3283665,2018
US,CA,san francisco,36.778261,-119.417932,ACUTE,4.986908,864263,2017
US,CA,san francisco,36.778261,-119.417932,OTHER,0.069423,864263,2018
US,CA,san francisco,36.778261,-119.417932,PSYCHIATRIC,0.529931,864263,2018
US,CA,san joaquin,36.778261,-119.417932,ACUTE,1.697155,724153,2017
US,CA,san joaquin,36.778261,-119.417932,PSYCHIATRIC,0.070427,724153,2018
US,CA,san luis obispo,36.778261,-119.417932,ACUTE,1.62788,280119,2018
US,CA,san luis obispo,36.778261,-119.417932,PSYCHIATRIC,4.608756,280119,2018
US,CA,san mateo,36.778261,-119.417932,ACUTE,2.332831,763450,2018
US,CA,santa barbara,36.778261,-119.417932,ACUTE,2.180607,442996,2018
US,CA,santa barbara,36.778261,-119.417932,OTHER,0.16253,442996,2018
US,CA,santa barbara,36.778261,-119.417932,PSYCHIATRIC,0.036118,442996,2018
US,CA,santa clara,36.778261,-119.417932,ACUTE,1.967324,1911226,2018
US,CA,santa clara,36.778261,-119.417932,OTHER,0.01622,1911226,2018
US,CA,santa clara,36.778261,-119.417932,PSYCHIATRIC,0.020929,1911226,2018
US,CA,santa cruz,36.778261,-119.417932,ACUTE,1.522343,273263,2016
US,CA,santa cruz,36.778261,-119.417932,PSYCHIATRIC,0.058552,273263,2018
US,CA,shasta,36.778261,-119.417932,ACUTE,4.091237,178919,2018
US,CA,shasta,36.778261,-119.417932,PSYCHIATRIC,0.173263,178919,2016
US,CA,sierra,36.778261,-119.417932,ACUTE,13.518198,2885,2018
US,CA,siskiyou,36.778261,-119.417932,ACUTE,1.401332,43530,2018
US,CA,solano,36.778261,-119.417932,ACUTE,1.544895,434981,2018
US,CA,solano,36.778261,-119.417932,PSYCHIATRIC,0.177019,434981,2018
US,CA,sonoma,36.778261,-119.417932,ACUTE,3.944561,500943,2017
US,CA,sonoma,36.778261,-119.417932,PSYCHIATRIC,0.189642,500943,2018
US,CA,stanislaus,36.778261,-119.417932,ACUTE,2.703086,535684,2017
US,CA,stanislaus,36.778261,-119.417932,OTHER,0.494695,535684,2018
US,CA,stanislaus,36.778261,-119.417932,PSYCHIATRIC,0.029868,535684,2018
US,CA,sutter,36.778261,-119.417932,ACUTE,0.627727,95583,2018
US,CA,sutter,36.778261,-119.417932,PSYCHIATRIC,0.334788,95583,2018
US,CA,tehama,36.778261,-119.417932,ACUTE,1.201638,63247,2018
US,CA,trinity,36.778261,-119.417932,ACUTE,3.911943,13037,2018
US,CA,tulare,36.778261,-119.417932,ACUTE,4.546554,458809,2018
US,CA,tuolumne,36.778261,-119.417932,ACUTE,2.820089,53899,2018
US,CA,ventura,36.778261,-119.417932,ACUTE,1.855316,847834,2018
US,CA,ventura,36.778261,-119.417932,PSYCHIATRIC,0.137999,847834,2017
US,CA,yolo,36.778261,-119.417932,ACUTE,0.733755,212605,2018
US,CA,yuba,36.778261,-119.417932,ACUTE,2.317668,74644,2018
US,CO,adams,39.550051,-105.782067,ACUTE,0.412012,487850,2018
US,CO,adams,39.550051,-105.782067,OTHER,1.055652,487850,2018
US,CO,alamosa,39.550051,-105.782067,ACUTE,2.691955,16345,2018
US,CO,arapahoe,39.550051,-105.782067,ACUTE,1.366077,626612,2018
US,CO,arapahoe,39.550051,-105.782067,OTHER,0.258533,626612,2018
US,CO,archuleta,39.550051,-105.782067,ICU,0.873571,12592,2018
US,CO,baca,39.550051,-105.782067,ICU,22.060877,3581,2018
US,CO,boulder,39.550051,-105.782067,ACUTE,1.982436,316782,2016
US,CO,boulder,39.550051,-105.782067,PSYCHIATRIC,0.227286,316782,2018
US,CO,broomfield,39.550051,-105.782067,ACUTE,1.431172,64283,2018
US,CO,chaffee,39.550051,-105.782067,ICU,1.328515,18818,2018
US,CO,cheyenne,39.550051,-105.782067,ACUTE,5.171603,2127,2018
US,CO,conejos,39.550051,-105.782067,ICU,2.086658,8147,2018
US,CO,delta,39.550051,-105.782067,ACUTE,1.621604,30217,2018
US,CO,denver,39.550051,-105.782067,ACUTE,2.748844,678467,2018
US,CO,denver,39.550051,-105.782067,OTHER,0.310995,678467,2017
US,CO,denver,39.550051,-105.782067,PSYCHIATRIC,0.515869,678467,2018
US,CO,douglas,39.550051,-105.782067,ACUTE,1.10301,320940,2017
US,CO,douglas,39.550051,-105.782067,OTHER,0.049854,320940,2018
US,CO,douglas,39.550051,-105.782067,PSYCHIATRIC,0.267963,320940,2018
US,CO,eagle,39.550051,-105.782067,ACUTE,1.079552,53726,2018
US,CO,el paso,39.550051,-105.782067,ACUTE,1.800464,674826,2017
US,CO,el paso,39.550051,-105.782067,OTHER,0.139295,674826,2018
US,CO,el paso,39.550051,-105.782067,PSYCHIATRIC,0.299336,674826,2015
US,CO,fremont,39.550051,-105.782067,ACUTE,0.536469,46601,2018
US,CO,garfield,39.550051,-105.782067,ACUTE,0.845629,57945,2018
US,CO,garfield,39.550051,-105.782067,ICU,1.208042,57945,2018
US,CO,grand,39.550051,-105.782067,ACUTE,1.689989,14793,2018
US,CO,grand,39.550051,-105.782067,ICU,1.284391,14793,2018
US,CO,gunnison,39.550051,-105.782067,ICU,1.480111,16215,2018
US,CO,huerfano,39.550051,-105.782067,ICU,3.07787,6498,2018
US,CO,jefferson,39.550051,-105.782067,ACUTE,0.960943,564029,2018
US,CO,jefferson,39.550051,-105.782067,OTHER,0.393597,564029,2018
US,CO,kiowa,39.550051,-105.782067,ACUTE,30.701754,1368,2018
US,CO,kit carson,39.550051,-105.782067,ICU,2.421616,7846,2018
US,CO,la plata,39.550051,-105.782067,ACUTE,1.725752,54469,2018
US,CO,lake,39.550051,-105.782067,ICU,3.341799,7481,2018
US,CO,larimer,39.550051,-105.782067,ACUTE,1.52579,330976,2018
US,CO,larimer,39.550051,-105.782067,ICU,0.205453,330976,2018
US,CO,larimer,39.550051,-105.782067,OTHER,0.181282,330976,2018
US,CO,larimer,39.550051,-105.782067,PSYCHIATRIC,0.277966,330976,2018
US,CO,las animas,39.550051,-105.782067,ICU,1.76666,14151,2018
US,CO,lincoln,39.550051,-105.782067,ICU,9.057971,5520,2018
US,CO,logan,39.550051,-105.782067,ACUTE,1.142335,21885,2018
US,CO,mesa,39.550051,-105.782067,ACUTE,2.177449,148798,2018
US,CO,mesa,39.550051,-105.782067,ICU,0.913991,148798,2018
US,CO,montezuma,39.550051,-105.782067,ICU,0.97012,25770,2018
US,CO,montrose,39.550051,-105.782067,ACUTE,1.686712,40908,2018
US,CO,morgan,39.550051,-105.782067,ACUTE,1.777904,28123,2018
US,CO,morgan,39.550051,-105.782067,ICU,0.675604,28123,2018
US,CO,otero,39.550051,-105.782067,ACUTE,4.25648,18325,2018
US,CO,phillips,39.550051,-105.782067,ICU,9.24428,4327,2018
US,CO,pitkin,39.550051,-105.782067,ICU,1.408689,17747,2018
US,CO,prowers,39.550051,-105.782067,ICU,2.068851,12084,2018
US,CO,pueblo,39.550051,-105.782067,ACUTE,4.762255,163368,2018
US,CO,pueblo,39.550051,-105.782067,PSYCHIATRIC,3.146271,163368,2018
US,CO,rio blanco,39.550051,-105.782067,ICU,7.015403,6557,2018
US,CO,rio grande,39.550051,-105.782067,ICU,1.487314,11430,2018
US,CO,routt,39.550051,-105.782067,ACUTE,4.023154,24359,2018
US,CO,sedgwick,39.550051,-105.782067,ICU,27.153161,2357,2018
US,CO,summit,39.550051,-105.782067,ACUTE,1.143934,29722,2018
US,CO,teller,39.550051,-105.782067,ICU,0.631074,23769,2018
US,CO,weld,39.550051,-105.782067,ACUTE,1.049946,285729,2018
US,CO,yuma,39.550051,-105.782067,ICU,2.769809,10109,2018
US,CT,fairfield,41.603221,-73.087749,ACUTE,2.180871,947328,2018
US,CT,hartford,41.603221,-73.087749,ACUTE,2.488252,897417,2018
US,CT,hartford,41.603221,-73.087749,OTHER,0.748816,897417,2019
US,CT,litchfield,41.603221,-73.087749,ACUTE,1.474622,184454,2018
US,CT,middlesex,41.603221,-73.087749,ACUTE,1.310097,164110,2018
US,CT,new haven,41.603221,-73.087749,ACUTE,3.456567,862127,2018
US,CT,new haven,41.603221,-73.087749,OTHER,0.234304,862127,2019
US,CT,new london,41.603221,-73.087749,ACUTE,1.717312,270772,2018
US,CT,tolland,41.603221,-73.087749,ACUTE,1.147788,151596,2018
